Name,City,Specialization,Hospital,description 
Asst. Prof. Dr. Nagina Shahzadi Gold Medalist,FAISALABAD,"Pediatrician, Pediatric Gastroenterologist, Hepatologist, Clinical Nutritionist","Faisal Hospital, Peoples Colony, Faisalabad","Pediatrician, Pediatric Gastroenterologist, Hepatologist, Clinical Nutritionist"
Dr. Mohammad Fahim Ur Rehman,FAISALABAD,"Pediatrician, Pediatric Oncologist and Hematologist","Dr Mohammad Fahim Ur Rehman, Peoples Colony, Faisalabad","Pediatrician, Pediatric Oncologist and Hematologist"
Dr. Sara Khalid,FAISALABAD,Pediatrician,"Dr. Sara clinic, Faisalabad, Faisalabad",Pediatrician
Dr. M Mujeeb Ur Rehman,FAISALABAD,General Physician,"Hussainia Dispensary, Nazimabad, Faisalabad",General Physician
Dr. Sarosh Fatima,FAISALABAD,Dermatologist,No Address Available,Dermatologist
Dr. Waqar Chaudhary,FAISALABAD,General Physician,No Address Available,General Physician
Dr. Usama Ismail Awan,FAISALABAD,General Physician,"Rachna Poly Cinic, Satiana Road, Faisalabad",General Physician
Dr. Sarah Hafeez,FAISALABAD,General Physician,No Address Available,General Physician
Dr. Muhammed Shahnawaz,FAISALABAD,General Physician,"Chawla Medical Center, Samundri, Faisalabad",General Physician
Dr. Fakhar Iqbal,FAISALABAD,General Physician,No Address Available,General Physician
Dr. Waqas Ahmed,FAISALABAD,General Physician,No Address Available,General Physician
Dr. Saad Arif,FAISALABAD,General Physician,No Address Available,General Physician
Dr. Arslan Khalid,FAISALABAD,Internal Medicine Specialist,No Address Available,Internal Medicine Specialist
Dr. Imran Shaukat,FAISALABAD,Cardiologist,No Address Available,Cardiologist
Dr. Basim Fraz Jami,FAISALABAD,General Physician,No Address Available,General Physician
Dr. Muhammad Usman,FAISALABAD,Nephrologist,"Faisal Hospital, Peoples Colony, Faisalabad",Nephrologist
Asst. Prof. Dr. Muhammad Wasif Baig,FAISALABAD,Nephrologist,"Islamabad Diagnostic Center, Main Satiana Rd, Faisalabad",Nephrologist
Dr. Ahkardar,FAISALABAD,"Urologist, Sexologist, Andrologist","Kardar Specialist Hospital, Jaranwala Road, Faisalabad","Urologist, Sexologist, Andrologist"
Asst. Prof. Dr. Imran Qadir,FAISALABAD,"Urologist, Sexologist, Andrologist, Pediatric Urologist","Qadir Medical Complex, people colony no 2, Faisalabad","Urologist, Sexologist, Andrologist, Pediatric Urologist"
Dr. Hafiz Saif Ur Rehman,FAISALABAD,"Urologist, Andrologist, Sexologist",No Address Available,"Urologist, Andrologist, Sexologist"
Assoc. Prof. Dr. Irfan Munir,FAISALABAD,"Urologist, Sexologist, Andrologist","Saad Medical Complex, Peoples Colony, Faisalabad","Urologist, Sexologist, Andrologist"
Dr. Hanan Noor,FAISALABAD,"Urologist, Sexologist, Andrologist","Saad Medical Complex, Peoples Colony, Faisalabad","Urologist, Sexologist, Andrologist"
Dr. Muhammad Sheraz Javed,FAISALABAD,"Urologist, Sexologist, Andrologist","Faisal Hospital, Peoples Colony, Faisalabad","Urologist, Sexologist, Andrologist"
Asst. Prof. Dr. Naveed Babar,FAISALABAD,Sexologist,No Address Available,Sexologist
Dr. Zahid Iqbal,FAISALABAD,Sexologist,"Faisal Hospital, Peoples Colony, Faisalabad",Sexologist
Asst. Prof. Dr. Akram Malik,FAISALABAD,"Urologist, Andrologist, Sexologist","Mian Muhammad Trust Hospital, Near General Bus Stand, Faisalabad","Urologist, Andrologist, Sexologist"
Asst. Prof. Dr. Hafiz Sajjad Hyder Chatha,FAISALABAD,Ent Specialist,"Tariq Orthopedic Trauma Center, Gulistan Colony, Faisalabad",Ent Specialist
Dr. Awais Ansari,FAISALABAD,"Ent Surgeon, Ent Specialist","Aziz Fatima Hospital, Gulistan Colony, Faisalabad","Ent Surgeon, Ent Specialist"
Dr. Faran Sarwar,FAISALABAD,Ent Specialist,No Address Available,Ent Specialist
Dr. Mshahid,FAISALABAD,Ent Specialist,"Professors Hospital, Satiana Road, Faisalabad",Ent Specialist
Dr. Mubizah Haider,FAISALABAD,Ent Specialist,"Al- Hani Clinic, Jhang Road, Faisalabad",Ent Specialist
Dr. Muhammad Saleem,FAISALABAD,Ent Specialist,"Faisal Hospital, Peoples Colony, Faisalabad",Ent Specialist
Dr. Muhammad Hassan Nadeem,FAISALABAD,Eye Surgeon,"Nadeem Eye And Skin Care Hospital, Quaid-e-Azam Rd, Gojra",Eye Surgeon
Dr. Abdul Manaaf,FAISALABAD,Eye Surgeon,"Mian Muhammad Trust Hospital, Near General Bus Stand, Faisalabad",Eye Surgeon
Dr. Tahir Razzaq,FAISALABAD,Eye Surgeon,"Amna Jamal Eye Center, Afghanabad, Faisalabad",Eye Surgeon
Dr. Muhammad Sultan,FAISALABAD,Eye Surgeon,"Saahil Hospital, Sheikhupura Road, Faisalabad",Eye Surgeon
Dr. Mian Awais,FAISALABAD,"Neuro Surgeon, Spinal Surgeon","Saad Medicare Clinic, Rajana Road, Toba Tek Singh","Neuro Surgeon, Spinal Surgeon"
Dr. Muhammad Salman Ali Khan,FAISALABAD,Neuro Surgeon,"Chiniot General Hospital Jinnah Colony, Gurunank Pura, Faisalabad",Neuro Surgeon
Dr. Muhammad Abdur Rehman,FAISALABAD,Neuro Surgeon,"Mujahid Hospital, Madina Town, Faisalabad",Neuro Surgeon
Dr. Fahad Pervaiz,FAISALABAD,Neuro Surgeon,"Hajra Kareem Hospital, Batala Colony, Faisalabad",Neuro Surgeon
Dr. Taimoor Anwar,FAISALABAD,Neuro Surgeon,"Shifa International Hospital, Jaranwala Road, Faisalabad",Neuro Surgeon
Dr. Muhammad Jahanzeb,FAISALABAD,Neuro Surgeon,No Address Available,Neuro Surgeon
Dr. Muhammad Saqlain,FAISALABAD,Neuro Surgeon,No Address Available,Neuro Surgeon
Dr. Hafiz Muhammad Junaid,FAISALABAD,Neuro Surgeon,"Siddiq Medical Complex Hospital, Gulistan Colony, Faisalabad",Neuro Surgeon
Dr. Naazir Hussain,FAISALABAD,Neuro Surgeon,"Mian Muhammad Trust Hospital, Near General Bus Stand, Faisalabad",Neuro Surgeon
Dr. Muhammad Faizan Riaz,FAISALABAD,Neuro Surgeon,"Allied Hospital, Jail Road, Faisalabad",Neuro Surgeon
Dr. Professor Brigadier Asher Ahmed,ISLAMABAD,Dermatologist,"Cosmetic Contouring Clinic, G8 Markaz, Islamabad",Dermatologist
Dr. Malik Aftab Afzal,ISLAMABAD,Dermatologist,"Aesthetics Lounge (F 11), Islamabad, Islamabad",Dermatologist
Dr. Muhammad Yaqoob,ISLAMABAD,Dermatologist,"Azeem memorial health care, nawaz kiyani road sector i-14/4, Islamabad",Dermatologist
Dr. Seemal Akram,ISLAMABAD,Dermatologist,"Rai Medical Complex Hospital, Satellite Town, Sargodha",Dermatologist
Dr. Farzana Abdullah,ISLAMABAD,Dermatologist,"Cosmetico Clinic, F-6, Islamabad",Dermatologist
Dr. Yusra Shabbir,ISLAMABAD,Dermatologist,"Zobia Hospital, G9, Islamabad",Dermatologist
Dr. Usman Haider,ISLAMABAD,Dermatologist,"Care+ Medical Center, G-8 Markaz, Islamabad",Dermatologist
Dr. Khalid Aslam,ISLAMABAD,Dermatologist,"Skin Care Clinic, Dha phase 2, Islamabad",Dermatologist
Dr. Ayesha Tariq,ISLAMABAD,"Dermatologist, Aesthetic Physician","AT Skin &amp; Aesthetic Clinic, Phase 7 Bahria Town, Islamabad","Dermatologist, Aesthetic Physician"
Dr. Shumaila Jawed,ISLAMABAD,Dermatologist,"Southeast Hospital, PWD, Rawalpindi",Dermatologist
Dr. Huma Afzal Shaikh,ISLAMABAD,Dermatologist,"GSR diagnostics and clinics, maulana Fazl-e-Haq road, Islamabad",Dermatologist
Dr. Nousheen Rizwan,ISLAMABAD,Dermatologist,"Dermaplast Skin &amp; Aesthetic Clinic, F-11, Islamabad",Dermatologist
Asst. Prof. Dr. Ghulam Mujtaba,ISLAMABAD,Neurologist,"Maxhealth Hospital, 12-K Markaz Rd, G-8, Islamabad",Neurologist
Dr. Husnain Hashim,ISLAMABAD,Neurologist,"Prof Tariq Memorial Neuro Clinic, Sector G, Islamabad",Neurologist
Dr. Rao Suhail Yaseen Khan,ISLAMABAD,Neurologist,"Advanced International Hospital, G-8 Markaz, Islamabad",Neurologist
Prof. Dr. Iftikhar Khawaja,ISLAMABAD,Neurologist,No Address Available,Neurologist
Dr. Soban Khan,ISLAMABAD,Neurologist,No Address Available,Neurologist
Dr. Bushra Khalid,ISLAMABAD,Neurologist,No Address Available,Neurologist
Dr. Malik Ehsan,ISLAMABAD,Neurologist,"Care+ Medical Center, G-8 Markaz, Islamabad",Neurologist
Dr. Sajid Khan,ISLAMABAD,Neurologist,No Address Available,Neurologist
Dr. Iqra Athar,ISLAMABAD,Neurologist,"PAF Hospital Islamabad Unit 2, Main Margalla Rd, E-9/1, Islamabad",Neurologist
Dr. Anum Irfan Abbasi,ISLAMABAD,Neurologist,"Maroof International Hospital, F-10/3 Markaz, Islamabad",Neurologist
Dr. Mansoor Iqbal Ch,ISLAMABAD,Neurologist,"Maroof International Hospital, F-10/3 Markaz, Islamabad",Neurologist
Dr. Muhammad Amjad,ISLAMABAD,Neurologist,"Shifa International Hospital Ltd., H-8/4, Islamabad",Neurologist
Prof. Dr. Umber Jalil Bakhtiar,ISLAMABAD,Gynecologist,"Abrar Surgery Hospital, Cantt, Rawalpindi",Gynecologist
Dr. Hina Nadeem,ISLAMABAD,Gynecologist,"Advanced International Hospital, G-8 Markaz, Islamabad",Gynecologist
Prof. Dr. Shumaila Tanveer,ISLAMABAD,Gynecologist,"Quaid-E-Azam International Hospital, Main Peshawar Road, Islamabad",Gynecologist
Dr. Asma Khan,ISLAMABAD,Gynecologist,"Anwar Capital Hospital, Islamabad Capital Territory, Islamabad",Gynecologist
Assoc. Prof. Dr. Maj R Tehmina Rehman,ISLAMABAD,Gynecologist,"Maroof International Hospital, F-10/3 Markaz, Islamabad",Gynecologist
Assoc. Prof. Dr. Lt Col R Sadia Arif,ISLAMABAD,Gynecologist,"Islamabad Gynae Centre, Blue Area, Islamabad",Gynecologist
Assoc. Prof. Dr. Ayesha Basharat,ISLAMABAD,Gynecologist,"Pakistan Surgical Centre, Islamabad, Islamabad",Gynecologist
Prof. Dr. Ghazala Sadiq,ISLAMABAD,Gynecologist,"Al Sadiq –Saad Shaheed Hospital, Near IIMS, Rawalpindi",Gynecologist
Dr. Maria Athar,ISLAMABAD,Gynecologist,"Sarf Hospital, F-10, Islamabad",Gynecologist
Dr. Samina Arshad,ISLAMABAD,Gynecologist,"Quest Medical Complex, G-8 Markaz, Islamabad",Gynecologist
Dr. Shabana Shoukat,ISLAMABAD,Gynecologist,"Temar Diagnostics &amp; Medical Center, Near Haidery Chowk, Rawalpindi",Gynecologist
Dr. Ghazala Bashir,ISLAMABAD,Gynecologist,"Hashmi Medical &amp; ICSI Centre, G-11 Markaz, Islamabad",Gynecologist
Dr. Aftab Ali Malik,ISLAMABAD,"Urologist, Sexologist, Andrologist","Urology Clinic, Blue Area, Islamabad","Urologist, Sexologist, Andrologist"
Dr. Hassan Mansoor,ISLAMABAD,Urologist,No Address Available,Urologist
Prof. Dr. Salman Ahmed Tipu,ISLAMABAD,"Urologist, Sexologist, Andrologist","Executive Clinics &amp; Pharmacy, bahria town, Islamabad","Urologist, Sexologist, Andrologist"
Dr. Arzu Yousuf,ISLAMABAD,Urologist,"Al khidmat raazi hospital, Chandni Chowk, Rawalpindi",Urologist
Dr. Muhammad Akram Kumbhar,ISLAMABAD,"Urologist, Sexologist",No Address Available,"Urologist, Sexologist"
Dr. Adee Hussain,ISLAMABAD,Urologist,"Medicsi 3 Hospital, Bahria Town, Rawalpindi",Urologist
Dr. Ahmed Sajjad,ISLAMABAD,"Urologist, Sexologist, Andrologist","Medcity International Hospital, F-8, Islamabad","Urologist, Sexologist, Andrologist"
Dr. Saadat Hashmi,ISLAMABAD,Urologist,"Maryam Memorial Hospital, Afzal Town, Rawalpindi",Urologist
Prof. Dr. Musharaf Ali Khan,ISLAMABAD,Urologist,"Maxhealth Hospital, 12-K Markaz Rd, G-8, Islamabad",Urologist
Dr. Hina Anwar,ISLAMABAD,Urologist,"Sarf Hospital, F-10, Islamabad",Urologist
Assoc. Prof. Dr. Amer Abbas,ISLAMABAD,Urologist,"GSR diagnostics and clinics, maulana Fazl-e-Haq road, Islamabad",Urologist
Dr. Fayyaz H Ali Bangash,ISLAMABAD,"Urologist, Sexologist, Andrologist","Care+ Medical Center, G-8 Markaz, Islamabad","Urologist, Sexologist, Andrologist"
Asst. Prof. Dr. Hafiz Mohammad Zubair,ISLAMABAD,"Internal Medicine Specialist, Gastroenterologist, Diabetologist","Zobia Hospital, Sector G, Islamabad","Internal Medicine Specialist, Gastroenterologist, Diabetologist"
Dr. Imran Yousaf,ISLAMABAD,"Gastroenterologist, Hepatologist","Life Care International Hospital, G-10 Markaz, Islamabad","Gastroenterologist, Hepatologist"
Prof. Dr. Qurratulain Hyder,ISLAMABAD,Gastroenterologist,"Care+ Medical Center, G-8 Markaz, Islamabad",Gastroenterologist
Dr. Hyder Abbasi,ISLAMABAD,Gastroenterologist,"Care plus, G 8/4 G-8, Islamabad",Gastroenterologist
Dr. Muhammad Omar Qureshi,ISLAMABAD,Gastroenterologist,"Ali Medical Centre, F-8 Markaz, Islamabad",Gastroenterologist
Prof. Dr. Inayat Adil,ISLAMABAD,Gastroenterologist,"Gut Care Hospital, Blue Area G-7, Islamabad",Gastroenterologist
Dr. Wajid Hussain,ISLAMABAD,Gastroenterologist,"Islamabad Diagnostic Center (PWD Branch), Main PWD Rd, Islamabad",Gastroenterologist
Prof. Dr. Rooh Ul Amin Durrani,ISLAMABAD,"Gastroenterologist, Pulmonologist / Lung Specialist, Rehabilitation Medicine","Capital Diagnostic Center, G-8, Islamabad","Gastroenterologist, Pulmonologist / Lung Specialist, Rehabilitation Medicine"
Dr. Anum Abbas,ISLAMABAD,Gastroenterologist,No Address Available,Gastroenterologist
Dr. Aqsa Naseer,ISLAMABAD,"Gastroenterologist, Hepatologist","Care+ Medical Center, G-8 Markaz, Islamabad","Gastroenterologist, Hepatologist"
Dr. Irfan,ISLAMABAD,Gastroenterologist,"Zobia Hospital, Sector G, Islamabad",Gastroenterologist
Asst. Prof. Dr. Sultan Zeb Khan,ISLAMABAD,"Gastroenterologist, Hepatologist",No Address Available,"Gastroenterologist, Hepatologist"
Asst. Prof. Dr. Sajjad Naseer,ISLAMABAD,"Pulmonologist / Lung Specialist, General Physician","Islamabad Specialist Clinic F8 Markaz, Sector F, Islamabad","Pulmonologist / Lung Specialist, General Physician"
Dr. Imtiaz Piracha,ISLAMABAD,Pulmonologist / Lung Specialist,"Capital Diagnostic Centre (Blue Area), Blue Area G-7, Islamabad",Pulmonologist / Lung Specialist
Dr. Muhammad Salman,ISLAMABAD,"Internal Medicine Specialist, General Physician, Pulmonologist / Lung Specialist, Diabetologist, Family Medicine","Maxhealth Hospital, 12-K Markaz Rd, G-8, Islamabad","Internal Medicine Specialist, General Physician, Pulmonologist / Lung Specialist, Diabetologist, Family Medicine"
Dr. Nihal Azhar,ISLAMABAD,Pulmonologist / Lung Specialist,"Azhar Chest Clinic, G-10, Islamabad",Pulmonologist / Lung Specialist
Dr. Muhammad Israr,ISLAMABAD,Pulmonologist / Lung Specialist,"Advanced International Hospital, G-8 Markaz, Islamabad",Pulmonologist / Lung Specialist
Prof. Dr. Rooh Ul Amin Durrani,ISLAMABAD,"Gastroenterologist, Pulmonologist / Lung Specialist, Rehabilitation Medicine","Capital Diagnostic Center, G-8, Islamabad","Gastroenterologist, Pulmonologist / Lung Specialist, Rehabilitation Medicine"
Dr. Asad Ullah Nemati,ISLAMABAD,Pulmonologist / Lung Specialist,"HM Diagnostic Center, G-8, Islamabad",Pulmonologist / Lung Specialist
Dr. Hafeez Ur Rehman,ISLAMABAD,"Medical Specialist, Pulmonologist / Lung Specialist, Diabetologist","MedOne HealthCare, I-8, Islamabad","Medical Specialist, Pulmonologist / Lung Specialist, Diabetologist"
Dr. Munawar Khan Masood,ISLAMABAD,Pulmonologist / Lung Specialist,"Care+ Medical Center, G-8 Markaz, Islamabad",Pulmonologist / Lung Specialist
Dr. Rizwan Athar,ISLAMABAD,Pulmonologist / Lung Specialist,"Islamabad International Hospital &amp; Research Center, Sector E, Islamabad",Pulmonologist / Lung Specialist
Dr. Qaiser Niazi,ISLAMABAD,"Pulmonologist / Lung Specialist, Internal Medicine Specialist",No Address Available,"Pulmonologist / Lung Specialist, Internal Medicine Specialist"
Dr. Shakir Ullah,ISLAMABAD,Pulmonologist / Lung Specialist,"Haris Family Hospital, Shamas Colony, Islamabad",Pulmonologist / Lung Specialist
Prof. Dr. Nasim Ul Majeed,ISLAMABAD,Orthopedic Surgeon,"U Health International Hospital, DHA, Islamabad",Orthopedic Surgeon
Dr. Auon Shabbir Khan Niazi,ISLAMABAD,Orthopedic Surgeon,"Al Suffah Hospital, Satellite Town, Rawalpindi",Orthopedic Surgeon
Dr. Altaf Hussain Shah,ISLAMABAD,"Orthopedic Surgeon, Pain Specialist","Dr. Altaf Hussain Shah Orthopedic Surgeon, Blue Area, Islamabad","Orthopedic Surgeon, Pain Specialist"
Dr. Bilal Razzaq,ISLAMABAD,Orthopedic Surgeon,"Pims Hospital, Sector G, Islamabad",Orthopedic Surgeon
Dr. Moghees Ikram,ISLAMABAD,Orthopedic Surgeon,"Life Care International Hospital, G-10 Markaz, Islamabad",Orthopedic Surgeon
Dr. Abdul Basit,ISLAMABAD,Orthopedic Surgeon,"Islamabad Specialist Clinic, F-8, Islamabad",Orthopedic Surgeon
Dr. Sohail Rehman,ISLAMABAD,Orthopedic Surgeon,"Quest Medical Complex, G-8 Markaz, Islamabad",Orthopedic Surgeon
Dr. Aamar Munir,ISLAMABAD,Orthopedic Surgeon,"PAF Hospital, E-9/1, Islamabad",Orthopedic Surgeon
Dr. Umar Zia Khan,ISLAMABAD,Orthopedic Surgeon,"PAF Hospital Islamabad Unit 2, Main Margalla Rd, E-9/1, Islamabad",Orthopedic Surgeon
Prof. Dr. Sohail Iqbal Sheikh,ISLAMABAD,Orthopedic Surgeon,No Address Available,Orthopedic Surgeon
Dr. Mustafa Javed,ISLAMABAD,Orthopedic Surgeon,"Maroof International Hospital, F-10/3 Markaz, Islamabad",Orthopedic Surgeon
Dr. Hussain Wahab,ISLAMABAD,Orthopedic Surgeon,"Rawalpindi International Hospital, Satellite Town, Rawalpindi",Orthopedic Surgeon
Dr. Abrar Ul Haq Satti,ISLAMABAD,Pediatrician,"Rawal Institute Of Health Sciences Hospital, Khanapul, Islamabad",Pediatrician
Dr. Javed Iqbal Sheikh,ISLAMABAD,Pediatrician,"Iqbal Medical Centre, Sattelite Town, Rawalpindi",Pediatrician
Prof. Dr. Col Muhammad Afzal,ISLAMABAD,Pediatrician,"Jinnah Memorial Hospital, Cantt, Rawalpindi",Pediatrician
Dr. Junaid Jahangir Abbasi,ISLAMABAD,Pediatrician,"Dr Junaid Jahangir Clinic, Margalla Town, Islamabad",Pediatrician
Dr. Abdul Wahab Siddique,ISLAMABAD,Pediatrician,"Naqaish Medicare, I-8, Islamabad",Pediatrician
Dr. Hira Javed,ISLAMABAD,General Practitioner,"Nazeer Hospital, Near Maryam memorial hospital, Rawalpindi",General Practitioner
Dr. Irshad Hussain,ISLAMABAD,"Pediatrician, Neonatologist","Ali Hospital, G-9, Islamabad","Pediatrician, Neonatologist"
Dr. Qaiser Malik Awan,ISLAMABAD,Pediatrician,"HM Diagnostic Center, G-8, Islamabad",Pediatrician
Asst. Prof. Dr. Muqadar Shah,ISLAMABAD,Pediatrician,"Well Med Clinic &amp; Vccination Centre, G-11 Markaz, Islamabad",Pediatrician
Assoc. Prof. Dr. Gulbin Shahid,ISLAMABAD,Pediatrician,"Islamabad Specialist Clinic, F-8, Islamabad",Pediatrician
Assoc. Prof. Dr. Colrtd Sohail Aslam,ISLAMABAD,Pediatrician,"Southeast Hospital, PWD, Rawalpindi",Pediatrician
Dr. Amina Marriam,ISLAMABAD,Pediatrician,No Address Available,Pediatrician
Asst. Prof. Dr. Sajjad Naseer,ISLAMABAD,"Pulmonologist / Lung Specialist, General Physician","Islamabad Specialist Clinic F8 Markaz, Sector F, Islamabad","Pulmonologist / Lung Specialist, General Physician"
Asst. Prof. Dr. Naveed Aslam Lashari,ISLAMABAD,"General Physician, Rheumatologist, Diabetologist, Medical Specialist","PAF Hospital Islamabad Unit 2, Main Margalla Rd, E-9/1, Islamabad","General Physician, Rheumatologist, Diabetologist, Medical Specialist"
Dr. Muhammad Salman,ISLAMABAD,"Internal Medicine Specialist, General Physician, Pulmonologist / Lung Specialist, Diabetologist, Family Medicine","Maxhealth Hospital, 12-K Markaz Rd, G-8, Islamabad","Internal Medicine Specialist, General Physician, Pulmonologist / Lung Specialist, Diabetologist, Family Medicine"
Dr. Anum Abdullah,ISLAMABAD,General Physician,No Address Available,General Physician
Dr. Mateen Pervaiz,ISLAMABAD,General Physician,No Address Available,General Physician
Dr. Asad Abbas Shah,ISLAMABAD,General Physician,"KRL Hospital, Sector G-9/1, Islamabad",General Physician
Dr. Faiza Rehman,ISLAMABAD,Gynecologist,"ISRAR Medical Center Yarhussain, KPK, Swabi",Gynecologist
Dr. Arfaat Siraj,ISLAMABAD,General Physician,"Riphah International Hospital, DHA phase 5, Islamabad",General Physician
Dr. Waseem Iqbal,ISLAMABAD,"General Physician, Infectious Diseases, Diabetologist, Nutritionist",No Address Available,"General Physician, Infectious Diseases, Diabetologist, Nutritionist"
Dr. Bilal Firdaus Khan,ISLAMABAD,General Physician,"Firdaus Family Clinic, DHA, Islamabad",General Physician
Dr. Zeeshan Junejo,ISLAMABAD,General Physician,No Address Available,General Physician
Dr. Abdul Aziz,ISLAMABAD,General Physician,No Address Available,General Physician
Assoc. Prof. Dr. Jaiis Kumar,ISLAMABAD,Nephrologist,"City Care Hospital (Mother, Child Health &amp; Diagnostic Centre), Saidpur Road 4-B Satellite town, Rawalpindi",Nephrologist
Dr. Novara Fatima,ISLAMABAD,Nephrologist,No Address Available,Nephrologist
Dr. Kishore Kumar,ISLAMABAD,Nephrologist,No Address Available,Nephrologist
Dr. Shafqat Hussain Sheikh,ISLAMABAD,Nephrologist,"Gulberg Medical Center, Gulberg Greens Koral Town, Islamabad",Nephrologist
Dr. Moazzam Ayub,ISLAMABAD,Nephrologist,"Bahria Town Hospital, Bahria town, Islamabad",Nephrologist
Dr. Muhammad Kashif Khan,ISLAMABAD,Nephrologist,"Advanced International Hospital, G-8 Markaz, Islamabad",Nephrologist
Asst. Prof. Dr. Armughan Ahmed,ISLAMABAD,Nephrologist,"Advanced International Hospital, G-8 Markaz, Islamabad",Nephrologist
Prof. Dr. Syed Sohail Tanvir,ISLAMABAD,Nephrologist,"Islamabad Specialist Clinic F8 Markaz, Sector F, Islamabad",Nephrologist
Dr. Humayun Rashid,ISLAMABAD,Nephrologist,"Life Care International Hospital, G-10 Markaz, Islamabad",Nephrologist
Prof. Dr. Syed Mohsin Naveed,ISLAMABAD,"Nephrologist, Kidney Transplant Specialist, Medical Specialist","Islamabad Afternoon Clinic, F8 Markaz, Islamabad","Nephrologist, Kidney Transplant Specialist, Medical Specialist"
Dr. Khawar Sultan,ISLAMABAD,Nephrologist,"Maxhealth Hospital, 12-K Markaz Rd, G-8, Islamabad",Nephrologist
Dr. Muhammad Ramzan,ISLAMABAD,Nephrologist,"Saeed International Hospital, G-8 Markaz, Islamabad",Nephrologist
Dr. Imran Sheikh,ISLAMABAD,Sexologist,"HairDoc Hair Transplant Clinic, I-8, Islamabad",Sexologist
